"SANGER_MODEL_ID","BROAD_ID","COSMIC_ID","CCLE_ID","RRID","MODEL_NAME","SYNONYMS","TCGA_CODE","TISSUE","CANCER_TYPE","CANCER_TYPE_DETAIL"
"SIDM00275","ACH-001858",NA,NA,"CVCL_4902","SSP-25",NA,"IHCH","Biliary Tract","Biliary Tract Carcinoma","Intrahepatic Cholangiocarcinoma"
"SIDM00288","ACH-001669",NA,"TANOUE_HAEMATOPOIETIC_AND_LYMPHOID","CVCL_1852","Tanoue",NA,"BLL","Haematopoietic and Lymphoid","B-Lymphoblastic Leukemia","Childhood B Acute Lymphoblastic Leukemia"
"SIDM00295",NA,NA,NA,"CVCL_1388","LU-134-B",NA,NA,"Lung","Small Cell Lung Carcinoma","Small Cell Lung Carcinoma"
"SIDM00083","ACH-000273","905984","SF539_CENTRAL_NERVOUS_SYSTEM","CVCL_1691","SF539","SF-539 BT","LGG","Central Nervous System","Glioblastoma","Gliosarcoma"
"SIDM00016","ACH-000446","907315","KPNSI9S_AUTONOMIC_GANGLIA","CVCL_1340","KP-N-S19s","KP-N-SI9s","NBL","Peripheral Nervous System","Neuroblastoma","Neuroblastoma"
"SIDM00163","ACH-000461",NA,"SNU1196_BILIARY_TRACT","CVCL_5015","SNU-1196",NA,"EHCH","Biliary Tract","Biliary Tract Carcinoma","Hilar Cholangiocarcinoma"
"SIDM00011","ACH-000477","905953","MALME3M_SKIN","CVCL_1438","Malme-3M",NA,"MEL","Skin","Melanoma","Melanoma"
"SIDM00173","ACH-000618",NA,"SNU1041_UPPER_AERODIGESTIVE_TRACT","CVCL_L085","SNU-1041",NA,"HPHSC","Head and Neck","Head and Neck Carcinoma","Hypopharyngeal Squamous Cell Carcinoma"
"SIDM00062","ACH-000671",NA,"HUH6_LIVER","CVCL_4381","HuH-6",NA,"LIHB","Liver","Hepatocellular Carcinoma","Hepatoblastoma"
"SIDM00228","ACH-000897","999825","FTC238_THYROID","CVCL_2447","FTC-238",NA,"THFO","Thyroid","Thyroid Gland Carcinoma","Follicular Thyroid Carcinoma"
"SIDM00153","ACH-000964","1330953","MOLT3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","CVCL_0624","MOLT-3",NA,"ATLL","Haematopoietic and Lymphoid","T-Lymphoblastic Leukemia","Adult T Acute Lymphoblastic Leukemia"
"SIDM01275",NA,NA,NA,NA,"HCM-SANG-0298-C15","WTSI-OESO_091",NA,"Esophagus","Esophageal Carcinoma","Esophageal Adenocarcinoma"
"SIDM00054","ACH-002185","1240208","PL18_PANCREAS","CVCL_X507","PL18",NA,"PAAD","Pancreas","Pancreatic Carcinoma","Pancreatic Adenocarcinoma"
"SIDM00077","ACH-001331","1290724","BICR10_UPPER_AERODIGESTIVE_TRACT","CVCL_2307","BICR10",NA,"HNSC","Head and Neck","Oral Cavity Carcinoma","Oral Cavity Squamous Cell Carcinoma"
"SIDM00049","ACH-002233","1789883","DIFI_LARGE_INTESTINE","CVCL_6895","DiFi",NA,"COREAD","Large Intestine","Colorectal Carcinoma","Colorectal Carcinoma"
"SIDM00103","ACH-002124","1290809","H2373_PLEURA","CVCL_A533","NCI-H2373",NA,"MESO","Lung","Mesothelioma","Pleural Sarcomatoid Mesothelioma"
"SIDM00100","ACH-002127","1240132","H2595_PLEURA","CVCL_A545","NCI-H2595",NA,"MESO","Lung","Mesothelioma","Pleural Epithelioid Mesothelioma"
"SIDM00099","ACH-002128","1290812","H2722_PLEURA","CVCL_U994","NCI-H2722",NA,"MESO","Lung","Mesothelioma","Malignant Pleural Mesothelioma"
"SIDM00098","ACH-002129","1240134","H2731_PLEURA","CVCL_U995","NCI-H2731",NA,"MESO","Lung","Mesothelioma","Pleural Sarcomatoid Mesothelioma"
"SIDM00118","ACH-001081","905971","HCC2998_LARGE_INTESTINE","CVCL_1266","HCC2998",NA,"COREAD","Large Intestine","Colorectal Carcinoma","Colon Adenocarcinoma"
"SIDM00052","ACH-002243","753559","HCE4_OESOPHAGUS","CVCL_1271","HCE-4",NA,"ESCA","Esophagus","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma"
"SIDM00075","ACH-002336","907049","HCET_UPPER_AERODIGESTIVE_TRACT","CVCL_1272","HCE-T",NA,NA,"Eye","Non-Cancerous","Non-Cancerous"
"SIDM00064","ACH-001089","907057","HLE_LIVER","CVCL_1281","HLE",NA,"LIHC","Liver","Hepatocellular Carcinoma","Hepatocellular Carcinoma"
"SIDM00063","ACH-000632","1240152","HS944T_SKIN","CVCL_1040","Hs-944-T",NA,"SKCM","Skin","Melanoma","Cutaneous Melanoma"
"SIDM00056","ACH-002148","924238","K5_THYROID","CVCL_1322","K5",NA,"THCA","Thyroid","Thyroid Gland Carcinoma","Follicular Thyroid Carcinoma"
"SIDM00178","ACH-002386","1723793","M00921_SKIN","CVCL_S808","M00921",NA,"MEL","Skin","Melanoma","Melanoma"
"SIDM00013","ACH-002387","1754025","M1203273_SKIN","CVCL_VS56","M120327_3",NA,"MEL","Skin","Melanoma","Melanoma"
"SIDM00177","ACH-002338","1723794","M980513_SKIN","CVCL_S675","M980513",NA,"MEL","Skin","Melanoma","Melanoma"
"SIDM00053","ACH-002164","753595","MZ1PC_PANCREAS","CVCL_1434","MZ1-PC","MZ-PC-1","PAAD","Pancreas","Pancreatic Carcinoma","Pancreatic Ductal Adenocarcinoma"
"SIDM00090","ACH-000696","905991","OVCAR8_OVARY","CVCL_1629","OVCAR-8","NIH:OVCAR-8;OVCA8","OV","Ovary","Ovarian Carcinoma","High Grade Ovarian Serous Adenocarcinoma"
"SIDM00088","ACH-000090","905934","PC3_PROSTATE","CVCL_0035","PC-3",NA,"PRAD","Prostate","Prostate Carcinoma","Prostate Carcinoma"
"SIDM00087","ACH-000817","905964","RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","CVCL_0014","RPMI-8226","RPMI no 8226;RPMI 8226/S;GM02132;GM2132;Simpson","MM","Haematopoietic and Lymphoid","Plasma Cell Myeloma","Plasma Cell Myeloma"
"SIDM00086","ACH-002195","905978","RXF393_KIDNEY","CVCL_1673","RXF393","RXF 393L;RXF 393NL","KIRC","Kidney","Kidney Carcinoma","Renal Cell Carcinoma"
"SIDM00085","ACH-000655","905986","SF268_CENTRAL_NERVOUS_SYSTEM","CVCL_1689","SF268",NA,"GBM","Central Nervous System","Glioma","Astrocytoma"
"SIDM00084","ACH-000376","905985","SF295_CENTRAL_NERVOUS_SYSTEM","CVCL_1690","SF295",NA,"GBM","Central Nervous System","Glioblastoma","Glioblastoma"
"SIDM00081","ACH-000615","905954","SKMEL28_SKIN","CVCL_0526","SK-MEL-28","SKML-28;AU-Mel;P-36","SKCM","Skin","Melanoma","Cutaneous Melanoma"
"SIDM00080","ACH-000730","905956","SKMEL5_SKIN","CVCL_0527","SK-MEL-5","AA-Mel","SKCM","Skin","Melanoma","Cutaneous Melanoma"
"SIDM00094","ACH-002199","905979","SN12C_KIDNEY","CVCL_1705","SN12C",NA,"KIRC","Kidney","Kidney Carcinoma","Renal Cell Carcinoma"
"SIDM00095","ACH-000504","905982","SNB75_CENTRAL_NERVOUS_SYSTEM","CVCL_1706","SNB75",NA,"GBM","Central Nervous System","Glioblastoma","Glioblastoma"
"SIDM00097","ACH-000147","905945","T47D_BREAST","CVCL_0553","T47D","T47D:A","BRCA","Breast","Breast Carcinoma","Invasive Ductal Carcinoma Not Otherwise Specified"
"SIDM00112","ACH-000428","905981","UO31_KIDNEY","CVCL_1911","U031","UO-31","KIRC","Kidney","Kidney Carcinoma","Renal Cell Carcinoma"
"SIDM00107","ACH-000425","905976","UACC62_SKIN","CVCL_1780","UACC-62",NA,"SKCM","Skin","Melanoma","Melanoma"
"SIDM00514","ACH-001339","1297437","COLO794_SKIN","CVCL_2408","COLO-794",NA,"SKCM","Skin","Melanoma","Melanoma"
"SIDM00372",NA,NA,NA,"CVCL_S914","SNG-P",NA,NA,"Endometrium","Endometrial Carcinoma","Endometrial Adenocarcinoma"
"SIDM00164","ACH-000209",NA,"SNU1079_BILIARY_TRACT","CVCL_5008","SNU-1079","NCI-SNU-1079","IHCH","Biliary Tract","Biliary Tract Carcinoma","Cholangiocarcinoma"
"SIDM00130","ACH-000138","906821","CFPAC1_PANCREAS","CVCL_1119","CFPAC-1",NA,"PAAD","Pancreas","Pancreatic Carcinoma","Pancreatic Ductal Adenocarcinoma"
"SIDM00165","ACH-000407",NA,"SNU685_ENDOMETRIUM","CVCL_5083","SNU-685","NCI-SNU-685","UCS","Uterus","Other Solid Cancers","Uterine Corpus Carcinosarcoma"
"SIDM00171","ACH-000412",NA,"SNU1197_LARGE_INTESTINE","CVCL_5016","SNU-1197",NA,"COAD","Large Intestine","Colorectal Carcinoma","Colon Adenocarcinoma"
"SIDM00170","ACH-000682",NA,"SNU1066_UPPER_AERODIGESTIVE_TRACT","CVCL_5005","SNU-1066",NA,"LXSC","Head and Neck","Head and Neck Carcinoma","Laryngeal Squamous Cell Carcinoma"
"SIDM00169","ACH-000692",NA,"SNU899_UPPER_AERODIGESTIVE_TRACT","CVCL_5105","SNU-899","NCI-SNU-899","LXSC","Head and Neck","Head and Neck Carcinoma","Laryngeal Squamous Cell Carcinoma"
"SIDM00248","ACH-000758","908140","MKN74_STOMACH","CVCL_2791","MKN74",NA,"TSTAD","Stomach","Gastric Carcinoma","Gastric Tubular Adenocarcinoma"
"SIDM00125","ACH-000649","905947","786O_KIDNEY","CVCL_1051","786-0","786-O;786-O RCC;RCC 786-O;RCC_7860;786-0WT","KIRC","Kidney","Kidney Carcinoma","Renal Cell Carcinoma"
"SIDM00123","ACH-000046","905950","ACHN_KIDNEY","CVCL_1067","ACHN",NA,"KIRC","Kidney","Kidney Carcinoma","Papillary Renal Cell Carcinoma"
"SIDM00174","ACH-002213","753532","BB49HNC_UPPER_AERODIGESTIVE_TRACT","CVCL_1077","BB49-HNC","BB49-SCCHN","HNSC","Head and Neck","Head and Neck Carcinoma","Head and Neck Squamous Cell Carcinoma"
"SIDM00191","ACH-002090","753533","BB65RCC_KIDNEY","CVCL_1078","BB65-RCC",NA,"KIRC","Kidney","Kidney Carcinoma","Renal Cell Carcinoma"
"SIDM00122","ACH-000288","905951","BT549_BREAST","CVCL_1858","BT-549","BT-B","BRCA","Breast","Breast Carcinoma","Invasive Ductal Carcinoma Not Otherwise Specified"
"SIDM00132","ACH-000535","906693","BXPC3_PANCREAS","CVCL_0186","BxPC-3",NA,"PAAD","Pancreas","Pancreatic Carcinoma","Pancreatic Ductal Adenocarcinoma"
"SIDM00212","ACH-000464","910943","CAS1_CENTRAL_NERVOUS_SYSTEM","CVCL_1117","CAS-1",NA,"GBM","Central Nervous System","Glioblastoma","Glioblastoma"
"SIDM00131","ACH-000329","906823","CCFSTTG1_CENTRAL_NERVOUS_SYSTEM","CVCL_1118","CCF-STTG1",NA,"ASTR","Central Nervous System","Glioma","Astrocytoma"
"SIDM00143","ACH-000803","910692","COLO668_LUNG","CVCL_1128","COLO-668",NA,"SCLC","Lung","Small Cell Lung Carcinoma","Small Cell Lung Carcinoma"
"SIDM00140","ACH-000968","906814","COLO792_SKIN","CVCL_1134","COLO-792",NA,"SKCM","Skin","Melanoma","Melanoma"
"SIDM00190","ACH-002097","753546","CP66MEL_SKIN","CVCL_1144","CP66-MEL",NA,"SKCM","Skin","Melanoma","Melanoma"
"SIDM00199","ACH-002099","1290795","CS1_BONE","CVCL_T023","CS1",NA,"UNCLASSIFIED","Bone","Chondrosarcoma","Chondrosarcoma"
"SIDM00209","ACH-002228","946372","D423MG_CENTRAL_NERVOUS_SYSTEM","CVCL_1160","D-423MG",NA,"GBM","Central Nervous System","Glioblastoma","Glioblastoma"
"SIDM00207","ACH-002230","753549","D542MG_CENTRAL_NERVOUS_SYSTEM","CVCL_1164","D-542MG",NA,"GBM","Central Nervous System","Glioblastoma","Glioblastoma"
"SIDM00206","ACH-002231","946377","D566MG_CENTRAL_NERVOUS_SYSTEM","CVCL_1166","D-566MG",NA,"GBM","Central Nervous System","Glioblastoma","Glioblastoma"
"SIDM00203","ACH-002111","684062","EW11_BONE","CVCL_1209","EW-11","IARC-EW11","UNCLASSIFIED","Bone","Ewing's Sarcoma","Ewing's Sarcoma"
"SIDM00198","ACH-002114","949165","EW16_BONE","CVCL_1212","EW-16","IARC-EW16","UNCLASSIFIED","Bone","Ewing's Sarcoma","Ewing's Sarcoma"
"SIDM00202","ACH-002118","949161","EW3_BONE","CVCL_1216","EW-3","IARC-EW3","UNCLASSIFIED","Bone","Ewing's Sarcoma","Ewing's Sarcoma"
"SIDM00201","ACH-002119","949160","EW7_BONE","CVCL_1217","EW-7","IARC-EW7","UNCLASSIFIED","Bone","Ewing's Sarcoma","Ewing's Sarcoma"
"SIDM00104","ACH-002123","1290808",NA,"CVCL_A532","NCI-H2369",NA,"MESO","Lung","Mesothelioma","Malignant Pleural Mesothelioma"
"SIDM00102","ACH-002125","1290810","H2461_PLEURA","CVCL_A536","NCI-H2461",NA,"MESO","Lung","Mesothelioma","Pleural Epithelioid Mesothelioma"
"SIDM00101","ACH-002126","1240131","H2591_PLEURA","CVCL_A543","NCI-H2591",NA,"MESO","Lung","Mesothelioma","Pleural Epithelioid Mesothelioma"
"SIDM00154","ACH-002130","1290813","H2795_PLEURA","CVCL_U996","NCI-H2795",NA,"MESO","Lung","Mesothelioma","Pleural Epithelioid Mesothelioma"
"SIDM00114","ACH-002335","1240141","NCIH513_PLEURA","CVCL_A570","NCI-H513","HUT513","MESO","Lung","Non-Small Cell Lung Carcinoma","Adenosquamous Lung Carcinoma"
"SIDM00136","ACH-000552","905939","HT29_LARGE_INTESTINE","CVCL_0320","HT-29",NA,"COREAD","Large Intestine","Colorectal Carcinoma","Colon Adenocarcinoma"
"SIDM00127","ACH-002250","1240162","JHU022_UPPER_AERODIGESTIVE_TRACT","CVCL_5991","JHU-022","JHU-022-SCC;JHU-O22;JHU-22;HNSCC 022","HNSC","Head and Neck","Oral Cavity Carcinoma","Oral Cavity Squamous Cell Carcinoma"
"SIDM00157","ACH-002261","946363","KPNYS_AUTONOMIC_GANGLIA","CVCL_1342","KP-N-YS",NA,"NB","Peripheral Nervous System","Neuroblastoma","Neuroblastoma"
"SIDM00184","ACH-002153","753581","LB373MELD_SKIN","CVCL_1367","LB373-MEL-D",NA,"SKCM","Skin","Melanoma","Melanoma"
"SIDM00182","ACH-002265","753583","LB771HNC_UPPER_AERODIGESTIVE_TRACT","CVCL_1369","LB771-HNC","LB771-HNSCC;LB771-ORL","HNSC","Head and Neck","Head and Neck Carcinoma","Head and Neck Squamous Cell Carcinoma"
"SIDM00180","ACH-002155","753585","LB996RCC_KIDNEY","CVCL_1371","LB996-RCC",NA,"KIRC","Kidney","Kidney Carcinoma","Renal Cell Carcinoma"
"SIDM00146","ACH-000768","905960","MDAMB231_BREAST","CVCL_0062","MDA-MB-231","MDA-231","BRCA","Breast","Breast Carcinoma","Breast Adenocarcinoma"
"SIDM00221","ACH-002388","1659787","MET2B","CVCL_VS57","MET-2B",NA,"MEL","Skin","Melanoma","Melanoma"
"SIDM00179","ACH-002165","971777","MZ2MEL_SKIN","CVCL_1435","MZ2-MEL","MZ-MEL-2","SKCM","Skin","Melanoma","Melanoma"
"SIDM00137","ACH-000337","1240190","NCIH3122_LUNG","CVCL_5160","NCI-H3122",NA,"LUAD","Lung","Non-Small Cell Lung Carcinoma","Lung Adenocarcinoma"
"SIDM00117","ACH-000837","905967","NCIH322_LUNG","CVCL_1557","NCI-H322M",NA,"LUAD","Lung","Non-Small Cell Lung Carcinoma","Bronchiolo-Alveolar Lung Carcinoma"
"SIDM00116","ACH-000343","905944","NCIH522_LUNG","CVCL_1567","NCI-H522","NCI-522","LUAD","Lung","Non-Small Cell Lung Carcinoma","Lung Adenocarcinoma"
"SIDM00105","ACH-000001","905933","NIHOVCAR3_OVARY","CVCL_0465","OVCAR-3","NIH:OVCAR-3","OV","Ovary","Ovarian Carcinoma","High Grade Ovarian Serous Adenocarcinoma"
"SIDM00115","ACH-002298","1240206","PCI6A_UPPER_AERODIGESTIVE_TRACT","CVCL_C173","PCI-6A","PCI-06A;PCI-6T","HNSC","Head and Neck","Head and Neck Carcinoma","Head and Neck Squamous Cell Carcinoma"
"SIDM00113","ACH-001208","905980","TK10_KIDNEY","CVCL_1773","TK10",NA,"KIRC","Kidney","Kidney Carcinoma","Clear Cell Renal Cell Carcinoma"
"SIDM00111","ACH-000232","905983","U251MG_CENTRAL_NERVOUS_SYSTEM","CVCL_0021","U251","U-251MG;U251n","GBM","Central Nervous System","Glioma","Astrocytoma"
"SIDM00108","ACH-000579","905977","UACC257_SKIN","CVCL_1779","UACC-257",NA,"SKCM","Skin","Melanoma","Melanoma"
"SIDM00601",NA,NA,NA,"CVCL_3219","TMH-1",NA,NA,"Thyroid","Thyroid Gland Carcinoma","Papillary Thyroid Carcinoma"
"SIDM00605","ACH-000479",NA,"KNS81_CENTRAL_NERVOUS_SYSTEM","CVCL_2799","KNS-81",NA,"GB","Central Nervous System","Glioblastoma","Glioblastoma"
"SIDM00385",NA,NA,NA,"CVCL_3154","RERF-LC-OK",NA,NA,"Central Nervous System","Glioma","Astrocytoma"
"SIDM00398","ACH-001228",NA,"UPCISCC152_UPPER_AERODIGESTIVE_TRACT","CVCL_C058","SCC152",NA,"OCSC","Head and Neck","Head and Neck Carcinoma","Head and Neck Squamous Cell Carcinoma"
"SIDM00408","ACH-001131",NA,"MS1_SKIN","CVCL_E995","MS-1",NA,"SCLC","Skin","Other Solid Cancers","Merkel Cell Carcinoma"
"SIDM00430",NA,NA,NA,"CVCL_2125","MOLT-17",NA,NA,"Haematopoietic and Lymphoid","T-Lymphoblastic Leukemia","Childhood T Acute Lymphoblastic Leukemia"
"SIDM00432",NA,NA,NA,"CVCL_1423","MOLT-14",NA,NA,"Haematopoietic and Lymphoid","T-Lymphoblastic Leukemia","Childhood T Acute Lymphoblastic Leukemia"
"SIDM00409",NA,NA,NA,"CVCL_4388","hTERT-RPE-1",NA,NA,"Eye","Non-Cancerous","Non-Cancerous"
"SIDM00172","ACH-002212","753531","BB30HNC_UPPER_AERODIGESTIVE_TRACT","CVCL_1076","BB30-HNC",NA,"HNSC","Head and Neck","Head and Neck Carcinoma","Head and Neck Squamous Cell Carcinoma"
"SIDM00176","ACH-002094","1303912","CHSA8926_BONE","CVCL_X485","CHSA8926",NA,"UNCLASSIFIED","Bone","Chondrosarcoma","Chondrosarcoma"
"SIDM00175","ACH-002096","753545","CP50MELB_SKIN","CVCL_1143","CP50-MEL-B",NA,"SKCM","Skin","Melanoma","Melanoma"
"SIDM00283","ACH-002221","949088","CTB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","CVCL_1149","CTB-1",NA,"DLBC","Haematopoietic and Lymphoid","B-Cell Non-Hodgkin's Lymphoma","Diffuse Large B-Cell Lymphoma"
"SIDM00208","ACH-002229","946373","D502MG_CENTRAL_NERVOUS_SYSTEM","CVCL_1162","D-502MG",NA,"LGG","Central Nervous System","Glioblastoma","Glioblastoma"
"SIDM00278","ACH-000305","753555","ECGI10_OESOPHAGUS","CVCL_1187","EC-GI-10",NA,"ESCA","Esophagus","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma"
"SIDM00279","ACH-000225","906849","ECC12_STOMACH","CVCL_1189","ECC12",NA,"UNCLASSIFIED","Stomach","Gastric Carcinoma","Gastric Small Cell Neuroendocrine Carcinoma"
"SIDM00266","ACH-002103","949158","ES1_BONE","CVCL_1198","ES1",NA,"UNCLASSIFIED","Bone","Ewing's Sarcoma","Ewing's Sarcoma"
"SIDM00264","ACH-002105","949156","ES4_BONE","CVCL_1200","ES4",NA,"UNCLASSIFIED","Bone","Ewing's Sarcoma","Ewing's Sarcoma"
"SIDM00262","ACH-002107","949157","ES6_BONE","CVCL_1202","ES6",NA,"UNCLASSIFIED","Bone","Ewing's Sarcoma","Ewing's Sarcoma"
"SIDM00269","ACH-002108","684059","ES7_BONE","CVCL_1203","ES7",NA,"UNCLASSIFIED","Bone","Ewing's Sarcoma","Ewing's Sarcoma"
"SIDM00261","ACH-002109","949155","ES8_BONE","CVCL_1204","ES8",NA,"UNCLASSIFIED","Bone","Ewing's Sarcoma","Ewing's Sarcoma"
"SIDM00276","ACH-002237","906861","ETK1_BILIARY_TRACT","CVCL_1206","ETK-1",NA,"UNCLASSIFIED","Biliary Tract","Biliary Tract Carcinoma","Intrahepatic Cholangiocarcinoma"
"SIDM00197","ACH-002115","949164","EW18_BONE","CVCL_1213","EW-18","IARC-EW-18","UNCLASSIFIED","Bone","Ewing's Sarcoma","Ewing's Sarcoma"
"SIDM00196","ACH-002116","949167","EW22_BONE","CVCL_1214","EW-22","IARC-EW-22","UNCLASSIFIED","Bone","Ewing's Sarcoma","Ewing's Sarcoma"
"SIDM00195","ACH-002117","949168","EW24_BONE","CVCL_1215","EW-24","IARC-EW-24","UNCLASSIFIED","Bone","Ewing's Sarcoma","Ewing's Sarcoma"
"SIDM00277","ACH-000198","906856","EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","CVCL_0258","EoL-1-cell","AML-EOL-1","UNCLASSIFIED","Haematopoietic and Lymphoid","Acute Myeloid Leukemia","Chronic Eosinophilic Leukemia"
"SIDM00213","ACH-000903","906864","FTC133_THYROID","CVCL_1219","FTC-133",NA,"THCA","Thyroid","Thyroid Gland Carcinoma","Follicular Thyroid Carcinoma"
"SIDM00274","ACH-000047","906869","GCIY_STOMACH","CVCL_1228","GCIY",NA,"STAD","Stomach","Gastric Carcinoma","Gastric Adenocarcinoma"
"SIDM01256",NA,NA,NA,"CVCL_3496","CEMC1",NA,NA,"Haematopoietic and Lymphoid","T-Lymphoblastic Leukemia","Childhood T Acute Lymphoblastic Leukemia"
"SIDM00227","ACH-001344","906872","GIMEN_AUTONOMIC_GANGLIA","CVCL_1232","GI-ME-N","Gimen1","NB","Peripheral Nervous System","Neuroblastoma","Neuroblastoma"
"SIDM00188","ACH-002139","753558","HA7RCC_KIDNEY","CVCL_1241","HA7-RCC",NA,"KIRC","Kidney","Kidney Carcinoma","Renal Cell Carcinoma"
"SIDM00134","ACH-000825","905973","HOP92_LUNG","CVCL_1286","HOP-92",NA,"UNCLASSIFIED","Lung","Non-Small Cell Lung Carcinoma","Non-Small Cell Lung Carcinoma"
"SIDM00223","ACH-002144","753564","ISTSL1_LUNG","CVCL_1313","IST-SL1",NA,"SCLC","Lung","Small Cell Lung Carcinoma","Small Cell Lung Carcinoma"
"SIDM00186","ACH-002151","753578","LB2241RCC_KIDNEY","CVCL_1365","LB2241-RCC",NA,"KIRC","Kidney","Kidney Carcinoma","Renal Cell Carcinoma"
"SIDM00185","ACH-002152","753579","LB2518MEL_SKIN","CVCL_1366","LB2518-MEL",NA,"SKCM","Skin","Melanoma","Melanoma"
"SIDM00183","ACH-002154","753582","LB647SCLC_LUNG","CVCL_1368","LB647-SCLC",NA,"SCLC","Lung","Small Cell Lung Carcinoma","Small Cell Lung Carcinoma"
"SIDM00181","ACH-002266","753584","LB831BLC_URINARY_TRACT","CVCL_1370","LB831-BLC",NA,"BLCA","Bladder","Bladder Carcinoma","Bladder Carcinoma"
"SIDM00149","ACH-000750","905974","LOXIMVI_SKIN","CVCL_1381","LOXIMVI",NA,"SKCM","Skin","Melanoma","Amelanotic Melanoma"
"SIDM00260","ACH-002161","908139","MKN28_STOMACH","CVCL_1416","MKN28",NA,"STAD","Stomach","Gastric Carcinoma","Gastric Tubular Adenocarcinoma"
"SIDM00247","ACH-000356","925340","MKN45_STOMACH","CVCL_0434","MKN45",NA,"STAD","Stomach","Gastric Carcinoma","Gastric Adenocarcinoma"
"SIDM00222","ACH-000319","908150","MPP89_PLEURA","CVCL_1427","MPP-89",NA,"MESO","Lung","Mesothelioma","Pleural Epithelioid Mesothelioma"
"SIDM00245","ACH-001958","753594","MS1_LUNG","CVCL_1429","MS-1","MS-1-L","SCLC","Lung","Small Cell Lung Carcinoma","Small Cell Lung Carcinoma"
"SIDM00255","ACH-002282","949175","NB17_AUTONOMIC_GANGLIA","CVCL_1445","NB17","SJNB-17;NB17-DH","NB","Peripheral Nervous System","Neuroblastoma","Neuroblastoma"
"SIDM00254","ACH-002283","949176","NB5_AUTONOMIC_GANGLIA","CVCL_8822","NB5","SJNB-5;NB5-DH;NJF","NB","Peripheral Nervous System","Neuroblastoma","Neuroblastoma"
"SIDM00156","ACH-002285","949174","NB7_AUTONOMIC_GANGLIA","CVCL_8824","NB7","SJNB-7;NB7-DH;NCG;SJ-NCG","NB","Peripheral Nervous System","Neuroblastoma","Neuroblastoma"
"SIDM00139","ACH-000367","905941","NCIH226_LUNG","CVCL_1544","NCI-H226","HUT-226","LUSC","Lung","Mesothelioma","Pleural Epithelioid Mesothelioma"
"SIDM00138","ACH-000900","905942","NCIH23_LUNG","CVCL_1547","NCI-H23",NA,"LUAD","Lung","Non-Small Cell Lung Carcinoma","Lung Adenocarcinoma"
"SIDM00243","ACH-002288","910942","NEC8_TESTIS","CVCL_1604","NEC8",NA,"UNCLASSIFIED","Testis","Other Solid Cancers","Testicular Embryonal Carcinoma"
"SIDM00239","ACH-000159","909250","OSRC2_KIDNEY","CVCL_1626","OS-RC-2",NA,"KIRC","Kidney","Kidney Carcinoma","Renal Cell Carcinoma"
"SIDM00237","ACH-000030","753608","PC14_LUNG","CVCL_1640","PC-14",NA,"LUAD","Lung","Non-Small Cell Lung Carcinoma","Lung Adenocarcinoma"
"SIDM00270","ACH-002294","1240204","PCI15A_UPPER_AERODIGESTIVE_TRACT","CVCL_C184","PCI-15A","PCI-15T","HNSC","Head and Neck","Head and Neck Carcinoma","Pyriform Fossa Squamous Cell Carcinoma"
"SIDM00155","ACH-002296","1240205","PCI38_UPPER_AERODIGESTIVE_TRACT","CVCL_M471","PCI-38",NA,"HNSC","Head and Neck","Head and Neck Carcinoma","Head and Neck Squamous Cell Carcinoma"
"SIDM00235","ACH-000189","909974","RCC10RGB_KIDNEY","CVCL_1647","RCC10RGB",NA,"KIRC","Kidney","Kidney Carcinoma","Renal Cell Carcinoma"
"SIDM00218","ACH-001384","930083","RO82W1_THYROID","CVCL_0582","RO82-W-1","WRO;WRO82-1;UCLA RO 82-W-1","THCA","Thyroid","Thyroid Gland Carcinoma","Follicular Thyroid Carcinoma"
"SIDM00193","ACH-000991","1660036","SNU81_LARGE_INTESTINE","CVCL_5098","SNU-81","NCI-SNU-81","COREAD","Large Intestine","Colorectal Carcinoma","Colon Adenocarcinoma"
"SIDM00267","ACH-002312","910695","TGBC24TKB_BILIARY_TRACT","CVCL_1770","TGBC24TKB",NA,"UNCLASSIFIED","Biliary Tract","Biliary Tract Carcinoma","Gallbladder Carcinoma"
"SIDM00691",NA,NA,NA,"CVCL_R702","Hs-630-T",NA,NA,"Placenta","Other Solid Cancers","Gestational Choriocarcinoma"
"SIDM00439",NA,NA,NA,"CVCL_H526","ML-3",NA,NA,"Haematopoietic and Lymphoid","Acute Myeloid Leukemia","Adult Acute Myeloid Leukemia"
"SIDM00440",NA,NA,NA,"CVCL_0436","ML-1",NA,"THCA","Haematopoietic and Lymphoid","Acute Myeloid Leukemia","Adult Acute Myeloid Leukemia"
"SIDM00456","ACH-000057",NA,"OPM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","CVCL_5210","OPM-1",NA,"PCM","Haematopoietic and Lymphoid","Plasma Cell Myeloma","Plasma Cell Myeloma"
"SIDM00468","ACH-001072",NA,"GRM_SKIN","CVCL_2451","GR-M",NA,"PAAD","Pancreas","Pancreatic Carcinoma","Pancreatic Adenocarcinoma"
